Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
02/03/2022,2,0,,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
10/22/2020,1306,4,67,146,330,308,214,137,92,53,26,0,682,621,3,543,32,200,351,41,139,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,5,6,8,14,9,9,16,0,42,25,0,25,1,20,15,5,1
12/02/2020,2050,35,107,215,514,409,304,299,182,77,50,0,1069,976,5,839,90,357,475,67,222,0,1,0,1,6,5,8,14,0,19,16,0,13,3,13,4,2,0,1,5,7,17,11,18,21,27,0,53,54,0,26,1,44,30,4,2
05/10/2021,399,6,41,103,66,72,67,50,29,7,5,0,217,182,0,84,20,182,67,10,36,1,0,0,1,0,0,2,2,0,4,2,0,0,0,5,1,0,0,0,3,5,9,11,7,4,2,0,22,19,0,6,0,27,6,1,1
10/19/2020,1165,3,51,151,274,250,162,169,96,43,20,0,596,568,1,474,34,212,297,37,111,0,0,0,0,0,2,1,0,0,1,2,0,1,0,1,1,0,0,2,2,1,7,14,8,10,7,0,26,25,0,13,1,17,17,1,2
05/14/2021,290,6,33,67,69,55,34,28,26,7,4,0,156,134,0,74,11,112,48,6,39,0,0,0,0,0,3,2,1,0,4,2,0,3,0,2,1,0,0,1,6,3,2,7,10,2,2,0,21,12,0,10,1,16,5,0,1
02/11/2021,438,10,38,64,102,82,58,61,44,19,8,0,212,226,0,138,20,78,141,20,41,0,0,0,2,2,3,0,3,0,2,8,0,5,0,3,2,0,0,3,5,3,2,5,11,6,3,0,20,18,0,12,2,16,8,0,0
05/08/2020,922,44,98,52,169,191,196,154,82,44,34,0,453,467,2,510,20,159,100,37,96,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,7,8,9,19,19,13,23,0,47,51,0,41,3,36,12,3,3
07/22/2020,365,4,34,39,123,82,56,28,22,13,2,0,190,173,2,137,9,82,102,11,24,0,0,0,0,1,0,1,2,0,1,3,0,1,0,1,2,0,0,3,3,7,5,1,6,7,2,0,19,15,0,12,1,15,4,1,1
03/28/2021,354,7,44,30,120,74,51,41,24,8,6,0,192,162,0,73,19,81,138,15,28,0,0,0,2,2,2,0,1,0,1,6,0,3,0,2,2,0,0,0,5,4,2,19,8,4,2,0,20,24,0,9,1,26,6,2,0
08/25/2021,606,6,40,101,151,138,81,69,32,22,12,0,319,286,1,109,14,160,182,24,117,0,0,0,1,2,0,1,2,0,1,5,0,2,0,3,1,0,0,1,5,1,4,10,7,7,5,0,18,22,0,7,0,23,9,0,1
01/02/2022,4202,17,195,942,960,788,601,476,258,111,65,1,2281,1879,42,837,199,770,1123,397,876,1,1,0,1,1,5,4,4,0,9,8,0,4,0,8,5,0,0,8,20,27,12,28,36,31,33,0,98,97,0,40,4,90,41,11,9
04/15/2021,640,9,58,143,160,139,82,52,37,17,10,0,331,309,0,191,15,222,151,18,43,0,0,1,2,1,2,2,1,0,1,8,0,2,0,6,1,0,0,1,3,6,6,10,17,10,5,0,33,25,0,10,2,32,10,2,2
08/07/2020,417,2,25,65,108,83,54,48,35,14,10,0,198,218,1,187,10,78,95,21,26,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,3,5,0,5,5,2,3,0,14,11,0,11,0,12,2,0,0
01/05/2021,1600,17,87,170,470,298,242,184,133,65,37,1,810,788,2,600,58,271,442,57,172,0,0,0,1,2,4,6,4,0,3,14,0,5,1,5,6,0,0,0,7,4,5,13,21,21,16,0,45,42,0,19,5,35,26,2,0
08/22/2021,284,7,33,45,65,61,52,33,16,6,6,0,151,133,0,52,7,73,103,14,35,0,0,0,2,2,1,0,2,0,4,3,0,1,1,5,0,0,0,1,4,4,11,4,4,1,4,0,19,14,0,6,1,17,8,0,1
08/12/2020,433,2,28,51,117,93,73,53,29,10,7,0,226,205,2,187,3,91,112,16,24,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,2,1,4,4,9,4,3,0,11,17,0,13,0,9,5,0,1
11/06/2021,317,4,18,62,63,75,48,31,22,9,7,0,159,155,3,45,5,60,105,33,69,0,0,0,0,0,1,0,3,0,2,2,0,0,0,4,0,0,0,0,2,4,2,0,1,5,4,0,9,9,0,4,1,5,5,1,2
07/27/2021,302,1,19,38,85,83,43,28,13,7,5,0,162,140,0,64,5,88,89,9,47,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,1,6,3,0,3,0,10,9,0,1,0,13,4,1,0
07/05/2021,58,2,7,11,15,14,7,5,3,2,1,0,26,31,1,14,1,15,15,5,8,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,2,1,1,0,1,1,1,0,0,3,4,0,2,0,3,1,0,1
10/14/2021,359,1,35,79,78,77,46,36,28,11,4,0,216,142,1,60,18,91,123,19,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,5,3,8,9,3,3,0,22,13,0,10,2,13,8,1,1
05/27/2021,122,6,18,19,32,22,15,10,15,6,3,0,65,57,0,38,0,53,18,2,11,0,0,0,0,0,2,2,2,0,4,2,0,0,0,4,2,0,0,0,0,3,3,2,5,2,3,0,11,7,0,5,0,9,3,1,0
08/12/2021,595,2,29,61,175,179,80,49,26,19,6,0,289,304,2,109,26,125,227,22,86,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,4,4,3,9,1,3,5,0,13,16,0,4,0,13,9,2,1
12/01/2021,1219,6,65,294,296,222,172,96,73,43,23,0,653,555,11,211,35,279,323,143,228,0,0,1,0,1,3,1,0,0,2,4,0,0,0,3,2,0,1,2,9,3,2,11,9,18,11,0,37,28,0,13,0,26,18,5,3
02/12/2021,358,13,28,42,106,69,48,25,40,20,8,0,169,189,0,99,17,73,119,23,27,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,1,2,2,4,4,8,5,2,0,12,16,0,4,1,14,6,3,0
01/03/2021,664,20,64,74,184,132,82,78,65,31,18,0,335,328,1,165,42,126,238,22,71,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,1,6,1,8,6,14,16,12,0,29,35,0,18,4,28,14,0,0
03/20/2021,277,6,30,31,90,66,37,25,18,5,5,0,134,143,0,68,17,78,88,9,17,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,7,2,1,10,5,1,3,0,15,15,0,8,1,11,8,1,1
07/08/2020,307,4,28,37,100,67,37,33,20,11,2,0,158,149,0,99,11,81,70,10,36,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,2,6,3,0,2,5,6,4,0,14,14,0,11,1,8,6,0,2
12/20/2021,5464,13,130,819,1559,1350,770,502,275,128,59,2,2896,2518,50,682,171,1443,1554,458,1156,0,0,0,0,2,4,5,2,0,5,8,0,2,1,5,4,0,1,2,14,11,10,37,21,22,13,0,59,71,0,26,3,67,26,3,5
10/31/2021,240,1,22,52,37,58,40,19,22,9,3,0,126,113,1,36,8,58,96,20,22,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,0,4,8,3,2,0,13,9,0,2,2,16,2,0,0
04/18/2021,316,7,53,44,71,78,45,44,18,9,7,0,173,143,0,64,12,134,70,11,25,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,5,4,8,17,9,5,3,0,27,26,0,7,0,37,7,1,1
03/18/2021,424,3,33,55,168,78,53,40,22,3,5,0,202,219,3,83,17,95,176,14,39,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,4,4,11,2,1,0,16,17,0,4,2,15,9,3,0
12/28/2020,1664,18,79,202,367,360,217,243,169,66,40,0,845,811,8,672,74,288,370,81,179,0,0,0,0,3,2,7,6,0,6,12,0,7,1,4,6,0,0,2,3,1,7,18,14,20,14,0,38,41,0,22,4,30,20,3,0
11/21/2021,377,3,30,68,91,76,52,45,30,7,8,0,225,150,2,62,18,75,112,24,86,0,0,0,0,1,1,1,0,0,2,1,0,0,0,2,1,0,0,0,3,2,4,7,7,6,1,0,17,13,0,7,1,11,8,1,2
11/20/2021,465,3,39,81,87,107,73,56,35,17,9,0,244,221,0,66,12,101,163,36,87,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,2,4,10,5,7,7,4,0,20,19,0,6,0,19,10,0,4
07/02/2020,256,6,25,25,80,44,39,28,22,10,8,0,144,112,0,89,9,67,59,5,27,0,0,0,0,1,1,1,3,0,3,3,0,3,0,2,1,0,0,1,5,4,4,2,4,1,4,0,12,13,0,7,0,9,6,2,1
11/09/2021,650,5,29,181,129,129,75,58,42,23,13,0,332,314,4,91,28,204,172,44,111,0,0,0,0,0,3,1,1,0,2,3,0,1,1,1,2,0,0,0,4,5,3,2,7,3,5,0,18,11,0,3,2,17,6,0,1
09/25/2021,228,2,24,45,51,43,31,22,22,8,6,0,120,107,1,50,11,60,68,15,24,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,2,6,2,3,3,4,1,3,0,16,8,0,5,2,12,3,1,1
03/01/2021,312,2,26,47,81,53,45,32,34,9,11,0,156,155,1,84,16,64,94,21,33,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,4,2,4,7,3,5,0,10,16,0,7,1,8,7,3,0
04/08/2020,705,36,172,11,86,100,107,155,129,69,48,0,353,352,0,187,23,322,116,30,27,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,14,16,37,40,37,26,0,67,105,0,38,5,88,30,11,0
01/15/2021,1023,11,53,127,264,196,174,114,79,47,22,0,532,491,0,308,48,219,298,55,95,0,0,0,1,2,2,2,4,0,5,6,0,2,1,5,3,0,0,1,3,5,6,7,14,11,6,0,32,21,0,18,0,20,14,1,0
12/09/2021,1303,8,77,286,324,285,172,137,60,27,12,0,647,649,7,213,34,331,324,119,282,0,0,1,0,1,3,2,1,0,6,2,0,0,0,7,1,0,0,2,8,10,5,15,17,15,5,0,39,38,0,12,1,33,24,4,3
08/30/2021,595,5,42,135,123,127,88,61,32,22,7,0,314,281,0,158,13,144,141,29,110,0,0,0,1,1,1,0,2,0,3,2,0,2,0,3,0,0,0,1,5,4,10,5,5,7,5,0,22,20,0,10,0,20,8,2,2
04/01/2021,721,2,43,89,236,166,88,71,41,26,4,0,368,352,1,171,37,187,253,18,55,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,6,9,8,8,1,0,24,19,0,9,0,24,9,0,1
01/13/2022,3495,27,177,869,641,570,432,418,314,166,84,1,1858,1615,22,893,181,646,788,188,799,0,0,0,0,5,7,5,10,0,13,14,0,3,0,15,9,0,0,8,15,17,10,21,46,27,33,0,95,82,0,33,6,78,45,4,11
12/10/2021,1211,15,74,238,261,285,180,105,83,26,19,14,621,586,4,160,35,316,314,134,252,0,0,3,0,0,2,3,7,0,11,4,0,2,1,6,6,0,0,2,3,10,7,13,22,8,9,0,30,44,0,16,1,25,22,7,3
07/17/2021,121,0,8,22,36,28,18,8,2,4,3,0,65,55,1,43,5,31,20,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,4,4,0,1,0,5,1,1,0
08/20/2021,565,3,30,88,144,133,79,51,36,23,11,0,283,277,5,118,24,125,196,18,84,0,0,1,0,1,0,1,0,0,1,2,0,0,0,2,1,0,0,0,3,3,8,6,3,5,2,0,13,17,0,7,0,19,3,0,1
01/01/2022,1864,18,178,358,367,349,276,228,147,82,55,2,984,865,15,416,77,492,379,123,377,0,0,0,1,3,4,5,5,0,10,8,0,3,1,11,3,0,0,11,20,23,15,28,24,35,22,0,95,83,0,44,5,94,20,3,12
07/18/2021,92,0,7,12,27,20,12,8,7,4,2,0,51,41,0,16,2,24,34,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,5,2,0,1,0,4,1,0,1
01/19/2022,2161,16,109,613,389,375,273,204,154,87,65,1,1171,972,18,606,128,387,547,77,416,0,0,0,0,0,7,2,7,0,7,9,0,3,0,6,5,1,1,9,13,10,9,7,24,12,25,0,54,55,0,28,2,41,28,6,4
11/24/2020,1927,17,122,239,445,367,324,251,163,84,53,1,1021,898,8,689,68,369,455,92,254,0,0,0,1,1,3,8,4,0,2,15,0,3,1,8,5,0,0,2,4,7,13,22,30,17,27,0,58,64,0,36,6,50,25,2,3
07/30/2021,355,2,18,52,111,68,49,48,15,9,3,0,164,191,0,75,8,91,125,3,53,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,3,1,1,4,5,1,3,0,6,12,0,3,2,8,5,0,0
02/26/2021,358,6,20,67,98,58,58,29,32,10,6,0,180,176,2,108,9,83,108,15,35,0,0,0,0,1,1,0,4,0,0,6,0,3,0,1,2,0,0,2,1,1,2,3,4,2,5,0,10,10,0,5,0,11,3,1,0
09/17/2021,441,5,37,94,92,97,62,41,30,12,13,0,245,195,1,71,15,117,150,32,56,0,0,0,1,1,2,0,1,0,4,1,0,1,1,3,0,0,0,1,2,6,6,7,3,4,8,0,22,15,0,3,0,23,8,1,2
09/29/2020,381,6,28,47,105,72,65,45,26,17,4,0,197,184,0,178,15,47,101,13,27,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,2,7,2,5,5,3,3,0,14,14,0,11,2,8,5,1,1
01/24/2022,1327,11,70,370,252,219,156,131,105,58,35,1,696,626,5,328,92,183,374,66,284,0,0,0,0,1,3,1,6,0,4,7,0,2,0,6,3,0,0,5,7,9,9,9,14,7,10,0,35,35,0,15,3,29,20,0,3
02/04/2021,537,9,51,68,138,121,68,64,45,21,12,0,268,266,3,159,22,119,163,23,51,0,0,0,0,1,1,2,5,0,5,4,0,1,1,4,3,0,0,1,1,7,4,13,14,9,2,0,30,21,0,14,2,23,11,1,0
04/20/2020,990,40,181,24,158,181,213,193,122,58,41,0,486,504,0,441,28,279,129,42,71,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,16,31,35,36,25,29,0,76,105,0,66,5,72,27,10,1
11/12/2021,620,6,36,131,104,135,89,81,45,20,15,0,334,280,6,93,23,123,190,58,133,0,0,0,1,1,1,1,2,0,4,2,0,0,0,4,2,0,0,2,0,3,5,8,5,7,6,0,18,18,0,5,1,15,14,0,1
07/30/2020,340,3,17,49,78,80,48,49,25,7,4,0,175,165,0,160,13,79,63,4,21,0,0,0,1,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2,1,2,2,3,1,4,2,0,11,6,0,7,1,6,3,0,0
10/07/2021,383,4,17,82,86,87,48,36,30,11,3,0,205,177,1,79,11,86,133,31,43,0,0,0,0,0,1,1,2,0,2,2,0,0,0,2,2,0,0,0,1,0,3,2,7,2,2,0,12,5,0,3,0,8,5,1,0
07/29/2020,446,3,19,56,131,94,68,51,28,12,6,0,233,209,4,187,8,104,104,14,29,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,0,1,3,1,8,2,2,1,1,0,7,12,0,8,0,7,2,2,0
02/08/2021,387,13,52,47,74,67,61,54,44,19,21,0,208,178,1,119,19,97,102,17,33,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,7,7,3,7,3,13,11,0,30,22,0,13,0,19,18,2,0
10/20/2020,1196,5,56,159,309,231,198,141,88,48,22,0,606,590,0,531,38,157,322,30,118,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,4,5,4,8,12,14,8,0,30,26,0,17,1,18,19,1,0
11/27/2020,1255,23,136,131,257,221,206,179,138,76,47,0,658,593,4,421,45,280,319,56,134,0,0,0,0,3,4,7,9,0,9,14,0,7,2,11,3,0,0,3,5,7,18,19,32,30,22,0,61,75,0,40,4,58,30,2,2
10/21/2020,1180,6,60,116,380,246,176,130,84,32,16,0,613,567,0,446,31,184,356,56,107,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,5,10,6,8,16,8,5,0,29,31,0,21,0,24,13,2,0
01/06/2021,1459,13,66,191,417,298,204,154,107,64,24,0,757,695,7,483,61,297,433,52,133,0,0,0,0,2,5,1,5,0,6,7,0,3,2,4,3,1,0,1,3,5,5,10,13,15,14,0,26,40,0,20,3,25,15,0,3
03/16/2021,451,3,28,85,131,100,51,41,23,18,2,0,253,198,0,116,16,116,158,24,21,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,4,2,3,9,5,3,2,0,14,14,0,4,0,20,4,0,0
10/15/2020,908,2,37,86,266,214,112,115,72,28,15,0,465,443,0,404,21,121,254,26,82,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,2,6,4,4,9,6,5,0,19,18,0,6,0,19,10,2,0
11/08/2021,605,5,25,175,117,103,94,60,26,18,12,0,304,296,5,100,17,156,175,60,97,0,0,0,0,0,2,2,1,0,3,2,0,2,0,2,1,0,0,4,1,4,3,3,4,3,3,0,15,10,0,6,0,11,6,0,2
01/01/2021,266,20,74,28,60,49,37,34,19,21,18,0,132,133,1,69,10,52,93,13,29,0,0,1,1,0,6,4,8,0,8,12,0,6,1,6,6,1,0,0,4,10,6,17,8,13,16,0,36,38,0,24,2,29,17,1,1
05/04/2021,466,6,53,79,125,80,84,39,32,14,13,0,245,221,0,113,21,203,61,9,59,0,0,0,0,0,1,3,2,0,1,5,0,0,0,5,1,0,0,2,1,6,8,15,9,6,6,0,26,27,0,6,1,36,10,0,0
08/04/2020,369,2,32,50,105,69,53,39,33,16,4,0,202,164,3,176,8,77,76,18,14,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,8,7,2,0,18,14,0,9,2,15,5,1,0
01/14/2022,3036,19,140,799,516,526,395,308,255,143,93,1,1616,1414,6,756,181,516,778,168,637,0,0,1,1,0,2,11,4,0,7,12,0,3,1,9,6,0,0,9,21,15,17,8,28,12,30,0,64,76,0,28,10,58,31,6,7
12/25/2021,1358,20,166,231,315,262,188,156,97,78,31,0,697,639,22,244,52,498,279,97,188,0,0,0,2,1,7,6,4,0,10,10,0,6,0,8,5,1,0,10,20,20,18,25,29,30,14,0,82,83,1,23,3,98,34,6,2
01/19/2021,1085,19,65,141,265,205,169,124,91,58,32,0,551,534,0,437,46,204,285,42,71,0,0,0,0,3,5,5,6,0,5,14,0,5,2,8,4,0,0,3,3,5,6,14,9,12,13,0,30,35,0,22,3,29,9,1,1
12/19/2021,2446,12,117,388,747,615,324,205,101,41,25,0,1346,1076,24,260,99,640,823,202,422,0,0,0,0,3,4,4,1,0,8,4,0,3,0,4,5,0,0,3,15,11,20,19,15,18,16,0,54,63,0,20,6,59,29,1,2
05/31/2021,45,2,18,4,8,10,8,4,5,2,4,0,23,22,0,11,1,18,9,2,4,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,3,4,3,3,2,0,12,6,0,1,0,13,3,0,1
07/07/2021,73,2,7,17,18,16,13,4,3,2,0,0,50,22,1,18,3,19,19,2,12,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,2,2,0,5,2,0,0,0,3,4,0,0
12/20/2020,581,30,70,62,139,116,94,70,48,31,21,0,302,278,1,168,37,112,212,18,34,0,0,0,3,3,9,10,5,0,8,22,0,13,1,10,6,0,0,3,9,5,6,10,12,15,10,0,40,30,0,18,2,34,9,2,5
05/29/2020,460,20,50,33,115,70,85,75,42,18,22,0,249,207,4,231,10,113,42,17,47,0,0,0,1,3,5,6,5,0,11,9,0,7,0,11,1,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,27,9,1,0
09/07/2021,577,3,41,119,133,99,86,61,41,23,15,0,300,273,4,132,23,149,140,20,113,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,0,0,0,1,4,4,7,3,11,7,4,0,27,14,0,11,3,19,5,2,1
12/03/2021,917,8,69,206,190,169,129,87,79,43,14,0,438,475,4,155,41,212,253,87,169,0,0,0,2,0,2,1,3,0,4,4,0,2,0,4,2,0,0,1,7,5,9,8,18,9,12,0,31,38,0,10,2,30,20,3,4
04/20/2021,564,5,54,87,170,120,78,66,17,14,12,0,325,238,1,134,27,204,122,16,61,0,0,0,0,1,2,1,1,0,1,4,0,0,2,2,1,0,0,2,2,13,8,11,8,6,4,0,30,24,0,16,1,29,7,1,0
01/22/2021,737,12,50,102,172,144,116,98,61,30,14,0,388,349,0,262,31,157,180,34,73,0,0,0,0,2,4,4,2,0,5,7,0,4,0,4,4,0,0,2,2,6,8,6,12,7,7,0,17,33,0,16,1,22,9,2,0
08/18/2020,412,1,25,50,130,79,60,46,22,21,4,0,212,200,0,196,10,67,105,9,25,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,4,2,0,12,13,0,11,0,9,3,1,1
08/04/2021,499,3,28,70,142,120,77,42,22,18,8,0,256,242,1,84,13,134,162,28,78,0,0,0,0,1,2,0,0,0,2,1,0,0,0,3,0,0,0,2,7,1,4,5,3,3,3,0,17,11,0,4,0,16,6,0,2
01/16/2022,1150,28,104,239,206,219,150,152,91,57,36,0,631,516,3,308,76,178,341,62,185,0,0,0,0,3,4,7,14,0,17,11,0,6,2,15,5,0,0,7,7,14,12,17,12,17,18,0,59,45,0,28,5,41,22,4,4
12/26/2021,4241,11,206,613,1128,969,658,430,255,123,65,0,2280,1925,36,820,146,1059,1131,397,688,0,0,0,1,0,5,4,1,0,5,6,0,1,0,6,4,0,0,12,24,23,20,34,37,30,26,0,113,92,1,33,5,119,35,5,9
09/18/2020,357,4,21,41,101,74,45,45,34,8,9,0,163,194,0,160,16,52,91,15,23,0,0,0,0,0,0,1,3,0,2,2,0,1,0,2,1,0,0,0,0,1,1,3,3,7,6,0,10,11,0,1,1,10,8,0,1
07/20/2020,394,5,25,53,95,90,55,47,36,14,4,0,198,192,4,179,10,95,77,10,23,0,0,1,1,0,2,1,0,0,2,3,0,3,0,1,1,0,0,1,2,3,3,3,7,5,1,0,17,8,0,9,0,14,2,0,0
06/15/2021,52,3,4,10,8,10,11,8,2,2,1,0,34,18,0,21,0,16,10,1,4,0,0,1,1,0,0,1,0,0,2,1,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,3,1,0,1,0,2,1,0,0
12/13/2020,609,23,72,53,129,128,93,84,59,37,26,0,327,281,1,167,34,115,194,27,72,0,1,0,1,2,5,9,5,0,5,18,0,6,1,10,6,0,0,3,5,2,9,7,15,12,19,0,37,35,0,22,2,32,13,3,0
06/02/2020,247,25,50,14,35,45,44,31,34,18,26,0,123,114,10,98,14,67,24,10,34,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,0,4,4,4,9,12,12,5,0,22,28,0,21,2,15,11,1,0
09/23/2020,391,6,25,49,118,89,59,38,27,6,5,0,189,197,5,167,9,50,115,20,30,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,5,4,4,3,2,2,0,17,8,0,12,0,4,8,1,0
03/08/2021,327,5,23,53,103,61,35,32,31,8,4,0,165,162,0,106,24,68,81,22,26,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,2,2,1,4,8,3,3,0,14,9,0,5,0,11,5,2,0
10/26/2020,1541,8,78,193,404,303,257,180,117,66,21,0,782,757,2,603,54,281,393,53,157,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,5,5,18,16,18,11,0,32,46,0,26,2,23,22,2,3
06/18/2020,184,14,29,24,43,34,30,29,9,5,10,0,94,88,2,90,7,35,30,2,20,0,0,1,1,0,5,4,3,0,7,7,0,6,0,7,1,0,0,2,2,5,3,1,4,6,6,0,16,13,0,11,0,9,9,0,0
10/30/2021,280,2,16,57,60,63,29,32,21,12,6,0,140,139,1,54,14,72,89,21,30,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,2,5,3,3,1,0,10,6,0,3,1,9,2,1,0
09/28/2020,419,2,28,56,101,76,69,53,39,14,11,0,217,200,2,196,5,60,100,13,45,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,4,1,3,4,6,5,5,0,14,14,0,7,1,12,6,2,0
12/30/2020,1447,23,63,191,371,275,198,200,138,52,22,0,763,674,10,559,39,290,338,56,165,0,0,0,4,6,4,5,4,0,5,18,0,13,1,5,3,1,0,1,1,4,6,10,15,17,9,0,30,33,0,24,1,23,12,2,1
01/18/2021,715,14,66,85,143,163,107,80,82,33,22,0,392,323,0,226,41,148,184,34,82,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,2,5,4,3,7,23,10,12,0,30,36,0,16,1,30,16,1,2
01/31/2021,170,16,36,13,37,32,33,23,18,8,6,0,73,89,8,39,12,34,52,12,21,0,0,0,0,3,6,4,3,0,7,9,0,11,0,4,1,0,0,0,4,2,7,8,7,3,5,0,15,21,0,9,0,17,6,4,0
12/29/2021,8980,11,227,1873,2021,1714,1242,981,656,317,170,6,4975,3895,110,2019,320,2114,1711,574,2242,0,0,1,0,3,2,0,5,0,6,5,0,1,0,8,2,0,0,13,25,22,13,30,45,39,40,0,119,108,0,35,5,131,42,5,9
11/27/2021,556,3,30,110,117,124,85,52,40,19,9,0,287,267,2,78,13,101,211,52,101,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,3,0,0,0,2,3,2,4,10,7,2,0,15,15,0,8,4,10,8,0,0
12/05/2021,516,8,61,106,98,93,80,60,47,20,12,0,267,247,2,96,17,114,144,60,85,0,1,0,0,2,1,1,3,0,3,5,0,1,0,3,4,0,0,1,2,7,6,10,10,14,11,0,29,32,0,9,2,25,20,1,4
07/31/2020,392,2,24,46,112,82,64,42,31,8,7,0,208,181,3,193,6,78,79,9,27,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,4,5,1,2,7,3,1,0,13,11,0,8,1,12,3,0,0
12/28/2021,9874,14,204,2757,2124,1767,1256,960,573,283,149,5,5499,4257,118,2415,335,2439,1918,684,2083,0,0,1,1,2,3,4,3,0,6,8,0,4,0,7,3,0,0,12,25,22,22,29,39,23,32,0,120,84,0,34,4,117,35,2,12
